,head,topic_rep,0.43: Kashmir
7671,Men who abused children with special needs say they were 'disciplining' them,0,
7672,Court seizes Musharraf’s Rs1m surety bonds,0,
7673,Probe launched into journalist’s killing,0,
7675,Cotton price falls on profit-taking,0,
7678,Military says security linked to economy,0,
7679,"Senior citizens, widows upset about 10pc tax on NSS profits",0,
7682,From poor harvests to a lack of property rights: The struggles of Sindhi rural women,0,
7683,IS on verge of defeat in its Syrian bastion,0,
7684,PTI seeks improvement in existing NAB laws,0,
7685,"UK army chief briefed on Raddul Fasad, border management",0,
7686,FPCCI defends army chief’s remarks about economy,0,
7687,"Clash among institutions dangerous for country, says PPP leader",0,
7688,"IMF, WB push back against globalisation’s detractors",0,
7689,Zardari stops raise for Sindh legislators,0,
7690,Child kidnapped from Quetta recovered,0,
7693,Brokers demand Rs20bn fund to revive stock market,0,
7694,Political headwinds pull index down,0,
7695,"IMC to discontinue Corolla XLi, GLi",0,
7696,More developing countries become commodity-dependent,0,
7697,PPP asks Dar to resign,0,
7698,"US, Pakistan to hold frank talks, says interior minister",0,
7699,FICTION: SECRETS IN THE WOODS,0,
7700,SPORTS DIARY: Women hockey team training for Asian Challenge Cup,0,
7701,AWARDS: THE ‘ISH’ FACTOR,0,
7703,Ali Xeeshan was the highlight of a solid night of fashion on PLBW Day 1,0,
7704,"South Africa's Wayne Parnell agrees to play PSL matches in Pakistan, signs contract",0,
7706,CRICKET: STAR-CROSSED CAPTAINCY,0,
7709,King Salman welcomes Trump's firm approach to Iran,0,
7711,"Pakistan, Iran sign MoU for improved border management",0,
7712,Prime suspect arrested in Karachi 'knife attacks': police,0,
7713,Fashion designer Deepak Perwani among new MQM-P members,0,
7714,Chief justice urges for a judicial system in which women can speak openly,0,
7717,Malik expresses belief in young players ahead of second ODI against Sri Lanka,0,
7719,Motion picture Academy kicks out disgraced Hollywood mogul Harvey Weinstein,0,
7720,'Hell on Earth': California fire toll rises to 38,0,
7721,US-backed force announces 'final phase' of battle for Syria's Raqa,0,
7722,‘Rowdy’ lawyers booked,0,
7723,NARRATIVE ARC: CROSSING CULTURAL DIVIDES,0,
7724,"Army says battle for Philippine city to end soon, 1,000 dead",0,
7726,20 dead as  huge truck bomb rocks Somali capital,0,
7727,Iraqi troops in armed standoff with Kurd forces,0,
7728,US drone kills 14 IS militants in Afghanistan: officials,0,
7729,"After 883 years, Cistercian monastery to close in Germany",0,
7730,Four die as plane crashes off Ivory Coast,0,
7732,N. Korea readies missile launch ahead of America-S. Korea drill,0,
7734,China Communist Party agrees to amend constitution,0,
7735,4 FC personnel martyred in Kurram Agency blast,0,
7736,"From cinema hoardings to surrealist art, this man's journey proves some are born to make art",0,
7737,SMOKERS’ CORNER: IS HISTORY REPEATING ITSELF?,0,
7740,Mata Hari’s hometown opens ‘the Myth and the Maiden’ exhibition on her life,0,
7741,Fierce winds stir deadly California wildfires as teams search for victims,0,
7743,Rupee downslide continues,0,
7744,Establishing stock exchanges for SME financing,0,
7746,The tricky tangle of security and business,0,
7747,Addressing Pakistan’s modern slavery problem,0,
7748,Small slice for poor in Pakistan's growing economic pie,0,
7749,Malik urges Pakistan to trust in youth on eve of second ODI,0,
7750,Bank investments rise by 13.07pc,0,
7752,Diplomacy with N. Korea to continue until ‘first bomb drops’: Tillerson,0,
7753,Sharapova wins first WTA title since drugs ban,0,
7754,Federer brushes aside Nadal for Shanghai title,0,
7755,"Rooney rides to Everton’s rescue, Gabbiadini saves Saints",0,
7756,Better team combination earned first ODI win for Pakistan: Sallu,0,
7757,"Tough day for HBL, UBL in Quaid Trophy",0,
7758,China expels former justice minister from party for graft,0,
7760,Green banking gets ready to take off in Pakistan,0,
7762,"De Kock, Amla flay Bangladesh in record-breaking win",0,
7763,Nobel economist Thaler says he’s nervous about stock market,0,
7765,Choosing ‘champions’ in a protectionist world,0,
7767,'I am not a lota',0,
7768,Four-nation group on Afghanistan to meet in Muscat today,0,
7770,Safdar accuses JIT of humiliating him,0,
7771,CJP hints at promoting ‘non-traditional ways’ for speedy justice,0,
7772,"Pakistan, Iran vow not to allow use of their soil for terrorism",0,
7773,Uniform cost of gas connections within 5km of new well-heads proposed,0,
7774,No threat to democracy: Ahsan,0,
7775,"In North Korea, entrepreneurs thrive",0,
7776,"Those talking against army are country’s enemies, says Musharraf",0,
7777,World Bank asked to rectify error about loan payable by Pakistan,0,
7778,PIA pilot fined for violating safety rules,0,
7780,A balancing act to keep IMF at bay,0,
7781,Tapping potential for agri trade,0,
7782,Holding the wrong end of the stick,0,
7783,How we can nourish food SMEs,0,
7784,Fertiliser off-take jumps in Kharif,0,
7785,‘Objective analysis’ or ‘an absurdity’? Life as Trump’s top economist,0,
7787,"Fashion designer Deepak Parwani, other notables join MQM-P",0,
7788,Police claim arrest of Karachi ‘knifeman’ in Mandi Bahauddin,0,
7789,IHC seeks reports in ‘dead’ Drap officer’s case,0,
7790,"30 killed as wildfires rage in Portugal, Spain",0,
7791,The doctor brides of Pakistan: Fact or myth?,0,
7792,Iraqi forces seize territory from Kurds in independence dispute,0,
7793,In pictures: Somalia's 'deadliest attack ever',0,
7794,Apple slams Qualcomm suit seeking iPhone ban in China,0,
7795,Dar says govt achieved revenue collection targets in first quarter of FY17-18,0,
7796,Pakistani director Roomi Insha passes away,0,
7798,"Worn down by censors, Iran's Facebook shuts down",0,
7802,Nadeem Nusrat parts ways with Altaf Hussain: reports,0,
7803,PTI chief to appear 'voluntarily' before ECP on Oct 26,0,
7804,"Army chief has right to comment on country's economy, says Abbasi",0,
7805,Suspected US drone strikes near Kurram Agency kill 5,0,
7807,Pakistan elected as member state of UN Human Rights Council,0,
7810,Philippine troops kill IS leader during battle to reclaim Marawi,0,
7812,"Second ODI:  Azam, Shadab lift Pakistan to 32-run victory",0,
7813,ECP suspends 261 lawmakers for non-disclosure of financial statements,0,
7814,PML-N MPA’s son manhandles THQ hospital medical superintendent,0,
7815,PTI to seek govt stance on Khatm-i-Nabuwat,0,
7816,Separate wards to be set up for senior citizens at hospitals,0,
7817,‘JUI-F creating hurdles to Fata-KP merger’,0,
7818,Civil-military squabbling,0,
7822,Graft cases: Accountability hearing against Dar adjourned until Oct 18,0,
7823,‘Decapping policy’ blues: Delay in extra funding leaves PEF-backed schools in the lurch,0,
7825,Lok Virsa reopens Bali Jatti Rooftop Theatre with a musical tribute to Reshma,0,
7827,"Imran backtracks on 100,000 pounds statement, submits new documents to SC",0,
7828,PTI foreign funding case: ECP to scrutinise party finances,0,
7829,Day 2 at PLBW was a very pretty flashback,0,
7830,Why did Chain Aye Na and Salute flop at the box office? The directors explain,0,
7834,Austria’s conservative shift opens path to power for far right,0,
7836,Wildfires kill 34 in Portugal and Spain,0,
7837,Three killed as Storm Ophelia batters Ireland,0,
7838,"EU defends Iran deal despite Trump, appeals to US Congress",0,
7839,US Army sergeant Bergdahl pleads guilty to desertion,0,
7840,Karachi Whites eye first Quaid Trophy win,0,
7842,Israel uncovers first public structures from Jerusalem’s Roman period,0,
7843,IS’s S.E. Asia chief killed in Philippines,0,
7844,Afghan forces seize explosives-packed car near Kabul,0,
7845,Somali bombing toll hits over 300,0,
7846,Afghan man convicted of bombing NY neighbourhood,0,
7847,Punjab police reluctant to shift suspected ‘knifeman’ to Sindh,0,
7848,Drug inspectors allow sale of fake medicines,0,
7850,"18 poachers torture wildlife officials, hold DO hostage",0,
7851,Third prosecution witness testifies against Dar,0,
7852,Indonesian fans mourn death of goalkeeper after mid-game collision,0,
7853,"Scientists witness huge cosmic crash, find origins of gold",0,
7854,Stokes’ tour in jeopardy as police call up key witnesses,0,
7855,Punjab govt dismisses advocate who slapped police official outside court,0,
7856,Khawaja hits out at Aussie selection policy,0,
7857,Police say wearing new uniform is a ‘miserable’ experience,0,
7858,Teenage girl stabbed by unidentified person in Karachi: police,0,
7859,Lahore High Court directs govt to confirm deportation of Turkish family,0,
7860,Muscat moot breaks the ice on stalled Afghan talks,0,
7861,NA panel approves extension of PHC jurisdiction to Fata,0,
7863,Over Rs400bn irregularities found in road projects,0,
7864,Balochistan tells SC it never promised Quetta blast victims heirs govt jobs,0,
7865,Obituary: Ex-chief justice Ajmal Mian dies at 83,0,
7866,Girl injured in ‘knife attack’ in Karachi,0,
7867,No need for IMF at the moment: Dar,0,
7868,‘Better infrastructure to boost trade with Kabul’,0,
7869,Government plans to curb urban migration,0,
7870,Bailout expectations lead to stock market rally,0,
7871,Financing framework for dealing with climate change unveiled,0,
7872,"US, Japan to sort out thorny trade issues",0,
7873,Global steel demand growth to slow next year,0,
7874,Canada to cut small business tax rate to 9pc after backlash,0,
7875,"Spurs tackle Real, City host in-form Napoli",0,
7877,"KDA leased out plazas at throwaway prices, PA told",0,
7878,"Pakistan wants to cooperate in bringing peace to Afghanistan, NSA Janjua tells British envoy",0,
7880,"
",0,
7881,"SC notes inconsistencies in Imran's money trail regarding 100,000 pounds",0,
7882,"Pakistan's real estate divide
",0,
7884,PSX falls flat after volatile session,0,
7885,Is Riz Ahmed going to be the new Hamlet in Netflix's upcoming production?,0,
7886,Multan woman handed death sentence for husband's murder,0,
7887,Quetta's Sana Gharshin hopes art and artists will find greater appreciation,0,
7888,Nomi Ansari's colourful signature shines the brightest on PLBW Day 3,0,
7889,Karachi likely to host two PSL matches in 2018,0,
7890,PTI highlights critical 'flaws' in proposed accountability bill,0,
7891,"UN says 582,000 Rohingya have now crossed into Bangladesh",0,
7892,Qatari man arrested at Lahore airport while trying to smuggle 9 falcons worth Rs50m,0,
7893,"US drones strikes did not target Pakistani territory, claims Khawaja Asif",0,
7894,Shoaib Mansoor's trailer for Verna is out now!,0,
7895,"PCB announces T20 squad, puts tickets for Lahore encounter on sale",0,
7897,"Maryam meets Hamza, Shahbaz Sharif at Model Town residence",0,
7898,"Cocaine is restaurant industry's 'dirty little secret', says superstar chef Gordon Ramsay",0,
7900,Sri Lanka eases ban on Gunathilaka before Pakistan tour,0,
7902,"As Xi ascends, will economic reforms finally take off?",0,
7903,Miles to go,0,
7904,"Let nobody's opinion define who you are, says Mahira as she's announced L'Oréal spokesperson",0,
7905,Transgender activist Kami Sid is gearing up for her drama debut with Dil-e-Nadan,0,
7908,Woman gives birth outside Raiwind hospital after being refused entry by staff,0,
7909,3 companies offer to search for Malaysia's missing MH370 plane,0,
7910,Keeping it complex,0,
7912,US-backed forces take Raqa hospital from IS,0,
7913,Sonam Kapoor wants gossip sites to stop pitting women against each other,0,
7914,Paktia police chief among 32 killed in attacks on Afghan police centre,0,
7915,5 killed in fourth drone strike on Pak-Afghan border,0,
7916,A hospital on strike,0,
7918,Mawra Hocane just signed Hum TV's latest pre-partition period drama,0,
7919,84 lawmakers barred from entering Punjab Assembly after ECP suspension,0,
7921,"Misbah, Razzaq welcome SLC decision",0,
7922,Italy to face Sweden in 2018 World Cup playoff,0,
7924,Pakistan offers lowest bid for Iraq’s rice tender,0,
7926,Arthur urges players to maintain momentum,0,
7927,Iraqi forces take Sinjar from Kurds,0,
7928,Unfit Amir named in T20 squad for Sri Lanka series,0,
7929,"UK may face deadly attack ‘in just days’, says MI5 chief",0,
7930,"Minibus driver, conductor beat passenger to death in Karachi",0,
7931,"582,000 Rohingyas have crossed into Bangladesh, says UN",0,
7932,"Israel advances plans for 1,300 West Bank settler homes",0,
